CompanyId,PersianYear,Return,Beta,Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital
156,1397,75.3649634,0.280246223,0.0,764608.0,0.0,85.54292818,0.86,89.37,3.53,15,0.28,2760000000000.0,550835.0,884968.0,1.36,762503.0,0.0,0.69,950.0,0.31,0.0,18.23,0.88,0.0,55.3,1101.0,0.82,5.01,24.47,500000.0,2.45,1.32,13.87,1.97,2.97,33.69,42.34,36.58,26.35,34.74,95.86,7.8,0.72,23.92,36.41,36.96,96.9
157,1397,131.2545127,0.418357276,,319491.0,,85.54292818,,,,15,,1010000000000.0,161371.0,361243.0,,,,,470.0,0.36,,,,,,632.0,0.36,6.29,,255000.0,2.18,0.88,1.14,2.67,3.67,27.22,31.27,27.65,13.97,6.12,96.83,4.47,0.74,22.07,-3.42,27.17,47.03
159,1397,54.81283428,0.055496855,,109742.0,,85.54292818,,,,15,,2030000000000.0,5231.0,160736.0,,,,,,-0.5,,,,,,7.0,-0.48,414.14,,,2.55,3.28,8.17,1.43,2.43,41.19,25.97,17.73,0.85,-3.14,72.82,8.24,0.52,113.07,-47.61,19.1,2.8
168,1397,362.5414032,0.853693945,,624967.0,,85.54292818,,,,15,,4480000000000.0,459104.0,801040.0,,,,,1400.0,0.99,,,,,,1836.0,0.99,9.76,,250000.0,4.12,1.65,6.5,0.89,1.89,52.98,29.86,23.29,17.11,80.09,97.55,6.64,1.76,9.2,12.0,22.88,91.94
169,1397,302.46085,0.863065387,0.93,268556.0,1.61,85.54292818,0.85,1733.65,43.55,15,0.66,1790000000000.0,222401.0,347552.0,1.57,211179.0,0.0,2.19,49.0,-0.18,0.0,28.3,0.77,0.0,776.58,468.0,2.26,8.04,45.64,474522.0,3.14,1.04,4.5,0.77,1.77,56.46,20.23,15.63,12.95,65.77,84.36,3.26,2.96,27.62,4.32,19.43,372.32
175,1397,135.6164384,0.69741298,0.0,495134.0,0.0,85.54292818,0.83,225.57,4.66,15,1.07,1890000000000.0,337598.0,688192.0,1.16,240270.0,0.0,1.95,780.0,30.84,0.0,20.18,0.45,0.0,92.25,1178.0,30.09,5.6,40.06,286469.0,3.53,0.58,10.97,2.96,3.96,25.23,21.09,15.17,10.34,44.53,95.84,4.18,1.86,8.78,6.71,15.49,225.57
178,1397,75.57951489,0.643406771,0.0,658362.0,0.0,85.54292818,0.62,73.28,1.73,15,-0.22,9590000000000.0,700426.0,1837451.0,1.12,748468.0,0.0,1.16,250.0,-0.29,0.0,6.71,0.67,0.0,16.34,277.0,-0.29,13.7,10.74,2526500.0,2.32,0.79,11.64,1.73,2.73,36.57,15.21,5.45,5.8,31.37,86.6,3.46,1.74,20.92,18.34,8.65,71.89
179,1397,122.4534503,0.819852397,0.0,369657.0,0.0,85.54292818,0.87,46.39,2.94,15,-33.34,1960000000000.0,219791.0,530626.0,1.49,570311.0,0.0,1.21,100.0,-53.29,0.0,11.31,0.87,0.0,34.12,366.0,-51.26,8.93,15.8,600000.0,2.63,0.84,3.12,1.69,2.69,37.23,22.65,15.78,9.38,55.13,91.8,4.59,1.36,25.62,17.29,16.57,46.06
182,1397,99.53679868,0.755660678,,74971.0,,85.54292818,,,,15,,1570000000000.0,76836.0,162292.0,,,,,200.0,5.44,,,,,,219.0,5.36,20.51,,350000.0,2.69,2.74,7.23,0.77,1.77,56.62,28.25,13.05,13.38,170.37,97.99,10.48,0.95,60.93,14.11,14.17,-53.61
186,1397,24.1573034,0.906245097,0.0,-22696.0,0.0,85.54292818,0.41,32.78,2.35,15,0.78,1010000000000.0,-69777.0,192197.0,0.69,-303122.0,0.0,2.5,,-13.67,0.0,0.46,0.44,0.0,1.33,-76.0,-12.5,-14.54,0.98,,1.69,0.24,4.59,2.24,3.24,30.87,4.5,-0.53,-1.63,-24.95,89.39,4.61,6.62,21.38,0.57,-0.37,19.24
187,1397,455.9760955,0.359294627,,106765.0,,85.54292818,,,,15,,919000000000.0,96192.0,120239.0,,,,,1800.0,32.09,,,,,,1886.0,31.77,9.56,,51000.0,6.04,2.45,16.44,0.36,1.36,73.39,32.04,28.45,25.63,115.23,94.01,3.98,1.9,13.59,10.12,28.41,97.85
192,1397,46.3035019,0.799545427,,95547.0,,85.54292818,,,,15,,993000000000.0,81844.0,172848.0,,,,,490.0,1.36,,,,,,545.0,4.26,12.15,,150000.0,4.15,1.43,16.38,2.29,3.29,30.37,24.96,13.8,11.82,35.33,89.92,11.34,1.52,21.66,17.28,15.28,189.85
193,1397,179.3406591,1.039788334,0.0,273099.0,0.0,85.54292818,0.55,285.77,1.39,15,-0.82,2360000000000.0,220693.0,426925.0,1.32,145624.0,0.0,0.66,450.0,-0.76,0.0,14.19,0.86,0.0,30.76,490.0,-0.56,10.72,15.33,450000.0,2.92,2.29,19.85,1.39,2.39,41.81,41.3,26.42,21.35,140.17,59.89,10.84,1.72,43.53,60.67,24.1,-3233.36
196,1397,104.2959428,0.768990111,0.0,26736.0,0.0,85.54292818,0.86,7.17,4.56,15,-1.18,591000000000.0,11133.0,79620.0,1.71,169218.0,0.0,1.22,,-4.2,0.0,2.52,0.98,0.0,8.51,48.0,-4.21,53.5,3.13,,4.46,1.09,1.95,2.65,3.65,27.41,14.76,4.96,2.06,14.82,68.46,8.81,1.32,42.63,-9.22,5.55,7.01
200,1397,229.980276,1.210896644,0.0,843921.0,0.0,85.54292818,0.78,130.04,1.65,15,0.39,4690000000000.0,750537.0,969993.0,1.85,808638.0,0.0,1.11,1799.0,1.64,0.0,38.84,0.99,0.0,72.22,2012.0,1.64,6.25,54.6,372886.0,3.64,2.19,18.49,0.77,1.77,56.64,45.38,39.48,35.11,97.28,96.64,7.0,1.21,17.44,38.99,41.43,130.04
204,1397,98.14528603,0.706297177,0.0,210169.0,0.0,85.54292818,0.9,47.42,3.05,15,11.48,1040000000000.0,143052.0,280768.0,2.13,410107.0,0.0,1.18,,13.41,0.0,16.86,1.3,0.0,47.19,317.0,20.62,7.31,22.57,,2.32,1.04,25.75,1.1,2.1,47.69,27.93,20.91,14.23,73.86,73.8,7.23,1.3,44.77,25.75,20.86,47.42
208,1397,196.6954025,0.355220924,0.53,30845.0,0.0,85.54292818,0.68,57.9,1.29,15,-2.4,1070000000000.0,62687.0,69102.0,1.33,120307.0,0.0,0.97,220.0,-3.94,0.0,9.32,0.6,0.0,20.07,250.0,-3.95,17.15,16.38,250000.0,3.13,1.65,0.87,1.11,2.11,47.33,10.63,4.75,9.65,128.97,95.65,8.06,1.34,38.47,12.19,12.28,53.2
210,1397,109.4890511,-0.488472376,1.36,-94169.0,0.0,85.54292818,0.81,44.84,-3.0,15,-0.82,1160000000000.0,-114475.0,-121170.0,1.46,208814.0,0.0,0.14,,-0.4,0.0,-4.53,0.42,0.0,0.0,-635.0,-0.4,-10.11,41.36,,-2.73,5.57,1.81,-5.05,-4.05,-24.7,-58.42,-45.41,-55.2,228.33,18.38,11.54,0.31,86.79,-37.83,-39.82,45.09
211,1397,75.35211262,0.426108138,0.62,288059.0,0.0,85.54292818,0.89,44.11,1.93,15,0.52,1580000000000.0,213671.0,409297.0,1.49,578846.0,0.0,0.92,480.0,1.57,0.0,12.16,0.91,0.0,33.0,534.0,1.57,7.41,18.6,400000.0,2.16,0.98,5.07,1.7,2.7,37.05,25.42,17.89,13.27,34.16,94.39,5.97,0.92,24.85,-0.36,18.98,44.11
212,1397,95.60655737,0.57684819,0.47,323437.0,0.0,85.54292818,0.61,99.22,1.14,15,0.03,1880000000000.0,316199.0,618276.0,1.48,367215.0,0.0,1.11,560.0,2.73,0.0,18.58,0.51,0.0,35.7,597.0,2.71,5.94,26.83,529550.0,1.84,1.0,2.13,0.87,1.87,53.54,32.81,17.16,16.78,57.35,85.54,10.42,1.67,28.1,12.45,21.46,102.58
213,1397,162.400636,0.608930343,,62489.0,,85.54292818,,,,15,,982000000000.0,10551.0,94170.0,,,,,,-1.47,,,,,,35.0,-1.48,95.11,,,3.49,1.73,1.73,1.96,2.96,33.74,16.55,10.98,1.85,64.65,86.26,5.65,1.42,51.85,11.34,12.38,-10.53
215,1397,160.0000001,0.618135924,,313484.0,,85.54292818,,,,15,,6520000000000.0,-169380.0,710663.0,,,,,,-33.0,,,,,,-96.0,-29.52,-38.82,,,1.69,1.98,4.37,1.38,2.38,41.97,21.6,9.53,-5.15,29.46,73.04,6.74,1.34,53.2,23.81,11.23,15.65
218,1397,19.74623312,0.397584337,0.56,228399.0,0.0,85.54292818,0.36,-10.0,2.56,15,-0.28,1350000000000.0,117092.0,471945.0,0.72,-357878.0,0.0,0.69,200.0,0.07,0.0,5.89,0.28,0.0,19.87,212.0,0.07,11.55,10.59,550000.0,1.69,0.77,1.2,2.56,3.56,28.13,26.91,13.02,6.68,19.66,77.97,9.61,1.9,31.36,21.25,12.39,-22.35
223,1397,40.5113713,0.248916242,0.63,220882.0,0.0,85.54292818,0.59,323.34,2.53,15,-0.02,1660000000000.0,181065.0,284112.0,1.35,205333.0,0.0,0.77,390.0,1.46,0.0,14.37,0.7,0.0,34.81,787.0,1.45,4.21,19.81,230000.0,2.48,1.71,16.53,1.03,2.03,49.32,29.33,22.8,18.69,50.04,84.88,6.66,1.23,23.74,16.21,27.41,323.34
224,1397,110.8852459,0.735385464,,288986.0,,85.54292818,,,,15,,1950000000000.0,253689.0,369228.0,,,,,635.0,0.94,,,,,,845.0,0.94,4.6,,300000.0,2.33,1.62,19.17,0.86,1.86,53.64,30.82,24.12,21.18,49.68,91.65,6.63,1.51,25.04,25.32,27.58,5297.33
226,1397,82.0270271,0.756669627,,526884.0,,85.54292818,,,,15,,2530000000000.0,460706.0,582483.0,,,,,500.0,0.41,,,,,,658.0,0.4,5.49,,700000.0,1.88,1.49,7.29,0.5,1.5,66.46,34.25,30.98,27.09,23.75,92.68,4.44,1.45,41.16,38.92,32.17,119.74
228,1397,121.331689,0.089896681,,125714.0,,85.54292818,,,,15,,2640000000000.0,171755.0,178780.0,,,,,650.0,-0.03,,,,,,3227.0,-0.03,3.27,,250000.0,6.06,3.77,34.97,1.83,2.83,35.38,25.54,17.96,24.54,-1.34,96.31,7.58,0.82,7.6,8.9,35.33,-3416.99
229,1397,76.29629628,0.689558541,0.55,258466.0,0.0,85.54292818,0.57,1459.57,1.36,15,-0.36,1470000000000.0,163297.0,343752.0,1.04,62974.0,0.0,0.54,200.0,-0.05,0.0,6.98,0.62,0.0,14.78,201.0,-0.05,9.05,7.96,810000.0,1.33,1.17,29.22,1.19,2.19,45.63,27.31,20.53,12.97,12.16,94.66,6.78,0.97,64.35,29.52,25.5,909.58
230,1397,113.3802818,0.749130407,0.68,42870.0,0.0,85.54292818,0.48,-2.95,4.84,15,1.15,972000000000.0,49705.0,171732.0,0.72,-321597.0,0.0,0.54,,-3.66,0.0,3.54,0.49,0.0,18.95,77.0,-3.62,19.68,8.58,,2.83,1.04,0.4,4.64,5.64,17.72,18.29,4.57,5.29,28.7,82.08,13.72,1.17,68.34,28.36,10.48,-12.17
232,1397,188.5747936,0.548280363,0.69,366194.0,0.0,85.54292818,0.58,-29.4,2.47,15,1.06,1760000000000.0,341522.0,539839.0,1.04,25891.0,0.0,0.98,5900.0,1.61,0.0,29.2,0.5,0.0,71.98,6209.0,1.61,5.14,44.9,55000.0,2.91,1.54,9.98,1.25,2.25,44.48,47.24,32.05,29.89,36.93,96.57,15.79,1.64,4.81,18.44,34.4,-443.06
233,1397,41.6505659,0.180188471,0.72,229447.0,0.0,85.54292818,0.76,225.22,3.16,15,0.28,1570000000000.0,227769.0,318269.0,1.13,97702.0,0.0,0.98,1400.0,0.26,0.0,19.88,0.63,0.0,52.35,1822.0,0.26,6.87,41.25,125000.0,3.49,1.39,32.88,1.72,2.72,36.75,28.29,20.39,20.24,8.6,94.88,7.87,1.35,11.11,26.53,26.04,225.22
235,1397,-28.75912407,0.143041918,0.65,160800.0,0.0,85.54292818,0.52,-11.08,2.84,15,0.37,1270000000000.0,111966.0,310011.0,0.84,-132133.0,0.0,0.76,280.0,0.25,0.0,7.57,0.43,0.0,23.68,559.0,0.25,11.33,13.66,200000.0,2.59,1.13,8.48,2.12,3.12,32.07,27.61,14.32,9.97,18.22,85.35,14.43,1.66,17.81,12.01,16.85,-63.46
239,1397,79.72302052,0.106442028,0.59,278283.0,0.0,85.54292818,0.6,1901.5,3.09,15,0.15,3180000000000.0,224552.0,344557.0,1.11,151832.0,0.0,0.51,630.0,-0.07,0.0,8.85,0.72,0.0,32.12,572.0,-0.07,14.17,13.04,392000.0,4.11,2.33,28.84,3.09,4.09,24.45,25.22,20.37,16.44,13.1,77.89,4.85,0.88,28.69,41.05,28.55,841.52
241,1397,25.86298451,0.360003452,0.67,150298.0,0.0,85.54292818,0.52,-13.77,2.54,15,0.25,1760000000000.0,159436.0,206605.0,0.86,-112973.0,0.0,0.63,412.0,0.97,0.0,13.32,0.58,0.0,38.61,684.0,0.97,11.07,31.31,233000.0,3.97,2.35,28.42,1.89,2.89,34.6,27.46,19.98,21.19,12.67,93.42,6.42,1.12,30.97,16.93,27.72,-81.25
242,1397,99.25093633,0.616476399,0.19,299338.0,0.0,85.54292818,0.54,56.27,0.33,15,1.16,1520000000000.0,383563.0,324951.0,3.82,850450.0,0.0,0.6,270.0,1.73,0.0,19.38,1.78,0.0,24.62,426.0,1.73,3.97,20.3,900000.0,0.89,1.28,28.16,0.25,1.25,80.05,27.39,25.23,32.33,28.69,70.97,6.1,1.03,75.87,21.53,33.23,56.27
250,1397,174.0671642,0.611419098,0.0,923179.0,0.0,85.54292818,0.5,396.67,0.78,15,0.48,5910000000000.0,911228.0,794665.0,2.04,333496.0,0.0,0.67,2000.0,0.03,0.0,55.2,1.6,0.0,79.94,2429.0,1.21,6.48,56.62,375000.0,4.1,5.33,42.52,0.52,1.52,65.78,71.78,83.39,82.31,44.91,77.49,6.08,1.42,33.87,89.53,94.71,396.67
254,1397,18.70084932,0.129732308,,-49426.0,,85.54292818,,,,15,,1260000000000.0,-60416.0,17889.0,,,,,,-1.34,,,,,,-419.0,-1.34,-20.91,,,3.02,0.33,9.4,4.64,5.64,17.74,0.47,-1.29,-1.57,54.4,99.07,1.77,4.51,3.75,4.1,-0.07,23.35
255,1397,-8.730158685,0.746950365,0.81,285563.0,0.0,85.54292818,0.68,-3.09,6.7,15,-0.62,2320000000000.0,12141.0,510201.0,1.08,127091.0,41.76,0.74,3.0,-0.83,0.0,0.66,0.84,0.0,3.16,24.0,-0.83,192.96,0.78,500000.0,4.06,1.12,10.35,6.7,7.7,12.99,24.73,13.84,0.59,13.53,93.46,12.63,1.16,24.24,-3.7,17.3,-3.4
258,1397,138.0180181,0.335704665,0.32,701694.0,0.0,85.54292818,0.63,112.19,0.47,15,1.48,6130000000000.0,534073.0,759009.0,2.01,718669.0,68.96,0.96,419.0,4.55,0.0,28.4,0.84,0.0,40.72,610.0,4.55,11.48,27.8,874491.0,3.95,3.4,3.89,0.47,1.47,68.19,42.07,38.9,29.61,124.08,98.16,5.15,1.26,48.48,-4.94,35.76,114.5
259,1397,320.1465202,0.61296999,,1028644.0,,85.54292818,,,,15,,3560000000000.0,836767.0,1152869.0,,,,,923.0,8.06,,,,,,1287.0,8.01,4.26,,650000.0,2.23,0.48,25.34,1.31,2.31,43.24,15.62,13.93,11.33,73.54,93.44,3.57,2.54,8.8,16.58,14.04,102.73
264,1397,85.16974394,-0.273767363,0.62,1995922.0,0.0,85.54292818,0.9,103.94,1.63,15,1.43,9190000000000.0,1771540.0,2123254.0,2.11,2493262.0,69.31,2.08,1000.0,3.97,0.0,41.8,1.25,0.0,81.92,2064.0,3.96,5.19,59.12,858000.0,3.09,1.04,18.45,0.77,1.77,56.62,24.1,22.65,20.11,89.65,98.88,1.78,1.86,9.74,20.52,23.76,103.57
268,1397,83.67491175,1.020224409,0.0,209897.0,0.0,85.54292818,0.57,84.56,1.08,15,0.65,1850000000000.0,127063.0,351195.0,1.29,211661.0,0.0,1.49,29.0,1.37,0.0,8.06,0.53,0.0,15.51,187.0,1.36,14.62,9.97,678347.0,2.12,0.79,7.88,1.08,2.08,47.99,14.99,8.96,5.42,33.33,87.78,1.99,2.24,28.96,6.16,9.35,84.56
269,1397,109.7288677,1.103137373,,1353623.0,,85.54292818,,,,15,,8520000000000.0,780583.0,1555541.0,,,,,624.0,-0.2,,,,,,693.0,0.0,10.93,,1125000.0,4.04,0.86,4.6,2.3,3.3,30.31,15.61,13.58,7.83,62.18,96.71,1.79,1.65,11.29,10.58,13.23,55.69
271,1397,77.24628328,1.452676623,0.0,3596435.0,0.0,85.54292818,0.77,66.58,0.53,15,0.38,19400000000000.0,3264179.0,2913493.0,3.37,5924337.0,0.0,0.56,1000.0,0.36,0.0,35.36,1.46,0.0,45.09,1632.0,0.36,5.93,35.42,2000000.0,2.34,3.74,5.09,0.33,1.33,75.16,56.23,69.42,63.0,-1.57,91.38,3.15,0.62,38.6,10.48,71.16,66.31
273,1397,103.3707865,0.940641198,0.0,357348.0,0.0,85.54292818,0.87,93.91,1.81,15,1.66,2120000000000.0,291093.0,421416.0,1.7,414584.0,0.0,1.59,310.0,1.98,0.0,29.96,0.5,0.0,68.51,904.0,1.98,7.28,45.56,322000.0,3.82,1.37,3.25,1.47,2.47,40.42,27.25,23.11,18.82,32.6,95.32,3.42,1.3,20.82,6.36,23.46,93.91
274,1397,131.871472,1.415305576,,509087.0,,85.54292818,,,,15,,3730000000000.0,483361.0,531727.0,,,,,1000.0,0.84,,,,,,4028.0,0.84,7.71,,120000.0,4.5,2.96,6.86,0.45,1.45,69.0,42.25,40.45,38.4,44.15,90.46,3.9,1.17,9.53,9.06,42.34,85.29
275,1397,99.59072309,0.73962548,0.0,-7724.0,0.0,85.54292818,0.75,-56.96,4.87,15,-1.71,293000000000.0,-7519.0,5390.0,1.06,3657.0,0.0,2.67,,0.31,0.0,-2.06,0.66,0.0,-6.15,-151.0,0.32,-39.23,-4.93,,8.37,0.89,1.95,4.87,5.87,17.02,1.63,-2.34,-2.28,188.72,92.48,4.02,2.71,15.01,1.53,-2.17,-634.25
278,1397,26.82753727,0.636156095,0.0,-3582.0,0.0,85.54292818,0.95,1.13,3.02,15,-1.24,439000000000.0,842.0,27201.0,1.54,75277.0,0.0,0.39,,-1.01,0.0,0.33,0.97,0.0,0.68,3.0,-1.03,914.33,0.49,,2.65,4.31,10.16,0.86,1.86,53.7,26.71,-3.52,0.83,95.31,96.94,28.25,0.48,241.12,-24.5,0.9,1.19
289,1397,34.47698571,0.470286395,,625383.0,,85.54292818,,,,15,,2980000000000.0,575596.0,757759.0,,,,,300.0,0.48,,,,,,639.0,1.66,5.18,,900000.0,1.84,1.63,12.65,0.29,1.29,77.61,41.46,34.22,31.5,42.63,79.79,7.05,1.2,49.25,22.62,35.12,60.88
292,1397,15.15994437,0.378503963,0.0,101944.0,0.0,85.54292818,0.88,53.32,0.64,15,-0.3,755000000000.0,84909.0,120413.0,2.85,194473.0,0.0,1.12,600.0,0.9,0.0,28.58,1.38,0.0,42.58,1061.0,0.9,5.93,35.83,120000.0,3.23,2.27,13.16,0.45,1.45,68.84,36.26,30.7,25.57,38.36,99.55,6.96,1.11,24.09,22.13,32.08,52.99
308,1397,244.6419991,0.559601546,,373907.0,,85.54292818,,,,15,,2670000000000.0,206726.0,500102.0,,,,,110.0,286.0,,,,,,574.0,205.31,12.9,,360000.0,3.95,1.56,7.12,1.74,2.74,36.55,29.21,21.84,12.08,36.78,86.1,7.95,1.05,21.03,29.79,19.55,40.18
309,1397,32.27777776,0.474692197,,66032.0,,85.54292818,,,,15,,584000000000.0,35497.0,126468.0,,,,,140.0,0.52,,,,,,239.0,0.52,16.52,,218000.0,2.17,1.5,3.54,1.56,2.56,39.03,32.43,16.93,9.1,26.83,98.8,14.48,0.59,37.95,1.26,18.55,15.18
311,1397,26.45241039,0.840210903,0.0,83960.0,0.0,85.54292818,0.47,19.24,0.7,15,-0.56,1770000000000.0,35323.0,238194.0,1.37,212820.0,0.0,0.43,,-0.66,0.0,1.61,0.6,0.0,2.6,20.0,-0.66,51.35,2.01,,1.29,1.89,20.95,0.7,1.7,58.73,25.44,8.97,3.77,-20.83,92.61,11.4,0.84,184.0,-0.18,10.1,19.24
312,1397,71.08731466,0.621797654,0.0,1158741.0,0.0,85.54292818,0.65,234.32,2.17,15,-0.02,7210000000000.0,1568990.0,1750367.0,1.21,710163.0,0.0,1.49,840.0,1.04,0.0,19.86,0.76,0.0,46.56,871.0,1.04,4.6,38.33,1800000.0,1.9,0.61,17.88,1.54,2.54,39.42,14.88,9.85,13.34,32.34,94.88,4.5,1.88,15.31,20.02,14.56,231.8
313,1397,63.11926603,0.425599123,0.0,56699.0,0.0,85.54292818,0.83,39.57,1.67,15,0.62,552000000000.0,43424.0,102919.0,1.53,126573.0,0.0,0.61,249.0,1.49,0.0,10.92,0.72,0.0,26.99,394.0,1.49,12.73,17.01,109957.0,3.11,2.28,11.73,1.67,2.67,37.49,42.49,23.41,17.93,9.99,90.39,15.49,0.62,45.4,42.08,23.78,38.81
322,1397,106.2515474,0.813031795,0.0,527833.0,0.0,85.54292818,0.84,47.97,2.31,15,-0.31,2660000000000.0,350579.0,841221.0,1.58,861577.0,0.0,1.16,800.0,1.6,0.0,11.52,0.68,0.0,37.81,2318.0,1.6,7.59,21.03,151200.0,2.47,0.75,6.27,2.17,3.17,31.51,23.81,14.94,9.92,82.59,83.4,9.29,1.26,4.28,11.82,15.05,47.97
329,1397,10.22964508,0.590101915,0.0,2629836.0,0.0,85.54292818,0.9,35.77,2.38,15,0.96,20900000000000.0,1554345.0,1134640.0,1.39,4792016.0,0.0,0.26,350.0,0.22,0.13,8.6,1.07,0.0,25.56,414.0,0.22,13.46,12.98,3750000.0,3.27,4.53,1.44,2.38,3.38,29.58,24.6,57.02,33.7,-13.25,96.79,7.79,0.24,81.31,84.25,63.89,33.12
330,1397,33.3333334,0.669385741,0.0,467845.0,0.0,85.54292818,0.9,44.68,2.07,15,-0.22,2640000000000.0,445902.0,646112.0,2.67,1101170.0,0.0,0.72,450.0,0.4,1.06,17.21,1.08,0.0,43.0,891.0,1.34,5.92,21.64,500000.0,2.16,1.4,0.97,1.87,2.87,34.82,34.39,24.9,23.73,81.56,84.82,7.87,0.62,26.61,-9.7,30.83,44.87
332,1397,55.7315936,0.376985464,0.0,799342.0,0.0,85.54292818,0.94,69.9,1.71,15,0.58,3290000000000.0,633400.0,854378.0,1.88,1284049.0,0.0,0.8,400.0,0.0,0.5,28.4,0.68,0.0,65.95,1055.0,1.41,5.2,35.45,600000.0,2.48,1.84,16.35,1.19,2.19,45.61,47.77,44.69,35.41,43.03,92.12,4.2,0.65,33.55,7.31,46.86,69.9
338,1397,60.8695653,0.589170345,0.0,92239.0,0.0,85.54292818,0.85,-12.83,5.44,15,-2.77,2010000000000.0,-78382.0,279166.0,1.86,847804.0,0.0,0.44,,-0.4,0.1,-3.08,1.37,0.0,-13.23,-130.0,-0.4,-25.79,-4.06,,3.97,2.03,6.43,3.83,4.83,20.69,28.19,9.31,-7.91,-31.6,57.28,14.41,0.54,60.58,18.78,14.73,-12.76
340,1397,66.78391963,0.470664566,,189697.0,,85.54292818,,,,15,,1120000000000.0,180093.0,427283.0,,,,,400.0,110.1,,,,,,1111.0,105.5,6.24,,162000.0,3.1,0.62,4.21,5.97,6.97,14.36,23.69,10.52,9.99,1.33,97.1,12.9,0.77,8.98,0.38,17.3,113.51
351,1397,5.035971209,0.708608866,,-71108347.0,,85.54292818,,,,15,,44100000000000.0,-96064374.0,-31937080.0,,,,,,-111.14,,,,,,-6278.0,-110.84,-0.46,,,2.11,0.22,3.33,-4.11,-3.11,-32.13,-15.64,-34.82,-47.03,-35.05,90.54,6.52,1.22,7.49,-10.56,-33.79,123.83
354,1397,27.90697677,0.760048926,1.01,-36168512.0,0.0,85.54292818,0.52,55.59,33.5,15,0.38,43000000000000.0,-55829017.0,-19527432.0,0.64,-64980245.0,0.0,0.37,,3.9,0.0,0.04,0.48,0.0,0.28,-1421.0,3.9,-0.77,0.09,,1.46,0.51,10.26,-10.22,-9.22,-10.84,-23.04,-42.68,-65.88,-28.71,89.63,11.08,0.76,46.34,0.33,-33.92,56.49
356,1397,8.010012527,0.899480278,,-592007.0,,85.54292818,,,,15,,4770000000000.0,-750852.0,844382.0,,,,,,-0.16,,,,,,-135.0,-0.16,-6.39,,,1.18,0.42,1.99,4.61,5.61,17.82,7.43,-5.21,-6.61,7.14,94.55,10.52,0.86,48.67,-2.89,-2.13,467.91
357,1397,-2.424242362,0.717879777,1.06,-15791941.0,0.0,85.54292818,0.54,89.38,6.27,15,-1.0,18300000000000.0,-19596383.0,-4016172.0,0.68,-13001019.0,0.0,0.75,,-124.14,0.0,0.02,0.53,0.0,0.08,-862.0,-114.57,-0.93,0.05,,1.36,0.47,1.41,-8.49,-7.49,-13.35,-10.43,-40.99,-50.87,-42.33,93.28,6.19,2.15,58.98,-21.32,-36.31,89.38
358,1397,92.54302112,0.682350643,,233353.0,,85.54292818,,,,15,,2530000000000.0,185226.0,276811.0,,,,,111.0,1.04,,,,,,259.0,6.11,13.68,,714420.0,2.76,1.15,15.78,1.85,2.85,35.06,12.54,10.57,8.39,28.82,95.02,6.88,0.92,32.36,9.0,10.64,41.46
360,1397,167.5733334,0.127268881,,118989.0,,85.54292818,,,,15,,662000000000.0,85262.0,149767.0,,,,,35.0,-3.99,,,,,,968.0,-3.98,7.77,,88000.0,5.07,1.8,13.91,1.33,2.33,42.86,40.73,32.36,23.19,289.34,96.65,8.37,1.32,23.93,20.4,32.73,150.76
362,1397,42.12454207,0.615682347,,-11122.0,,85.54292818,,,,15,,2250000000000.0,-56863.0,811995.0,,,,,0.0,-2.28,,,,,,-55.0,-2.29,-40.02,,1020600.0,2.08,0.41,6.28,2.68,3.68,27.21,14.89,-0.2,-1.04,-18.03,75.99,8.1,2.4,18.71,4.37,-0.44,-15.45
363,1397,9.060626307,0.564803799,0.34,146359.0,0.0,85.54292818,0.54,8.2,1.45,15,-0.58,1560000000000.0,38442.0,222056.0,1.73,523660.0,0.0,0.66,3.0,0.29,0.0,1.69,1.01,0.0,3.62,40.0,0.27,41.0,2.14,952095.0,1.45,1.03,4.12,1.19,2.19,45.6,14.68,9.68,2.54,1.88,56.05,10.83,1.22,62.95,2.68,9.73,8.18
364,1397,100.348432,0.511886044,0.83,-49371.0,0.0,85.54292818,0.76,85.26,33.76,15,-0.62,1290000000000.0,-2927.0,148497.0,0.92,-65800.0,0.0,2.45,,-0.85,0.0,0.06,0.34,0.0,0.49,-2.0,-0.14,-576.5,0.35,,1.36,0.46,10.38,1.04,2.04,49.13,5.28,-1.76,-0.1,-24.01,85.1,4.16,3.76,39.82,0.45,-0.1,4.02
